,code_before,comment,code_after
215,"<START> public SavedAttachment(String name, long revpos, long seq, byte[] key, String type, File file) { <END> this.name = name; this.revpos = revpos; this.seq = seq; this.key = key; this.type = type; this.file = file; }","long enough tempted a small Builder, pretty easy switch revpos seq accident in Java's world of unnamed arguments","protected SavedAttachment(String name, long revpos, long seq, byte[] key, String type, File file) { this.name = name; this.revpos = revpos; this.seq = seq; this.key = key; this.type = type; this.file = file; }"
216,@Override public void draw(Canvas canvas) { if (!animating) { image.draw(canvas); } else { if (placeholder != null) { placeholder.draw(canvas); } float normalized = (SystemClock.uptimeMillis() - startTimeMillis) / FADE_DURATION; int alpha = (int) (0xFF * normalized); if (normalized >= 1f) { animating = false; placeholder = null; image.setAlpha(0xFF); image.draw(canvas); } else { image.setAlpha(alpha); <START> image.draw(canvas); <END> invalidateSelf(); } } if (debugging) { drawDebugIndicator(canvas); } },need reset alpha here? Drawables share a global state,@Override public void draw(Canvas canvas) { if (!animating) { image.draw(canvas); } else { if (placeholder != null) { placeholder.draw(canvas); } float normalized = (SystemClock.uptimeMillis() - startTimeMillis) / FADE_DURATION; int alpha = (int) (0xFF * normalized); if (normalized >= 1f) { animating = false; placeholder = null; image.draw(canvas); } else { image.setAlpha(alpha); image.draw(canvas); image.setAlpha(0xFF); invalidateSelf(); } } if (debugging) { drawDebugIndicator(canvas); } }
217,"private boolean prereqSatisfied(String cdnURL) throws Exception { <START> for (String namenode: props.getList(""other_namenodes"")) { <END> if (removeTrailingSlash(namenode).equals(cdnURL)) { return true; } } return false; }",define this property name in 'VoldemortBuildAndPushJob' other cdn related properties? this is important execute distcp job,private boolean prereqSatisfied(String cdnURL) throws Exception { for (String namenode: props.getList(OTHER_NAMENODES)) { if (removeTrailingSlash(namenode).equals(cdnURL)) { return true; } } return false; }
218,"private static SliceHeader internalRead(int major, InputStream inputStream) throws IOException { final int sequenceId = ITF8.readUnsignedITF8(inputStream); final int alignmentStart = ITF8.readUnsignedITF8(inputStream); final int alignmentSpan = ITF8.readUnsignedITF8(inputStream); final int recordCount = ITF8.readUnsignedITF8(inputStream); final long globalRecordCounter = LTF8.readUnsignedLTF8(inputStream); final int blockCount = ITF8.readUnsignedITF8(inputStream); final int[] contentIDs = CramIntArray.array(inputStream); final int embeddedRefBlockContentID = ITF8.readUnsignedITF8(inputStream); <START> final byte[] referenceMD5s = new byte[MD5_LEN]; <END> InputStreamUtils.readFully(inputStream, referenceMD5s, 0, MD5_LEN); final byte[] tagBytes = InputStreamUtils.readFully(inputStream); final SAMBinaryTagAndValue tags = (major >= CramVersions.CRAM_v3.major) ? BinaryTagCodec.readTags(tagBytes, 0, tagBytes.length, ValidationStringency.DEFAULT_STRINGENCY) : null; return new SliceHeader(sequenceId, alignmentStart, alignmentSpan, recordCount, globalRecordCounter, blockCount, contentIDs, embeddedRefBlockContentID, referenceMD5s, tags); }",Nit: this is MD5 need plural,"private static SliceHeader internalRead(int major, InputStream inputStream) throws IOException { final int sequenceId = ITF8.readUnsignedITF8(inputStream); final int alignmentStart = ITF8.readUnsignedITF8(inputStream); final int alignmentSpan = ITF8.readUnsignedITF8(inputStream); final int recordCount = ITF8.readUnsignedITF8(inputStream); final long globalRecordCounter = LTF8.readUnsignedLTF8(inputStream); final int blockCount = ITF8.readUnsignedITF8(inputStream); final int[] contentIDs = CramIntArray.array(inputStream); final int embeddedRefBlockContentID = ITF8.readUnsignedITF8(inputStream); final byte[] referenceMD5 = new byte[MD5_LEN]; InputStreamUtils.readFully(inputStream, referenceMD5, 0, MD5_LEN); final byte[] tagBytes = InputStreamUtils.readFully(inputStream); final SAMBinaryTagAndValue sliceHeaderTags = (major >= CramVersions.CRAM_v3.major) ? BinaryTagCodec.readTags(tagBytes, 0, tagBytes.length, ValidationStringency.DEFAULT_STRINGENCY) : null; return new SliceHeader(sequenceId, alignmentStart, alignmentSpan, recordCount, globalRecordCounter, blockCount, contentIDs, embeddedRefBlockContentID, referenceMD5, sliceHeaderTags); }"
219,public void load(EngineLocalConfig config) throws ConfigurationException { File customExtensionsDir = config.getCustomExtensionsDir(); <START> File builtInExtensionsDir = config.getBuiltInExtensionsDir(); <END> load(customExtensionsDir); load(builtInExtensionsDir); activate(); },do need temp variables...,public void load(EngineLocalConfig config) throws ConfigurationException { for (File directory : config.getExtensionsDirectories()) { load(directory); } activate(); }
220,"public static List<String> normalize(List<URL> urls) throws IOException { HashMap<String, String> inoToFile = new HashMap<String, String>(); List<String> normalized = new ArrayList<String>(); for (URL url: urls) { Path path = Paths.get(url.toString()); BasicFileAttributes attr = null; <START> attr = Files.readAttributes(path, BasicFileAttributes.class); <END> Object fileKey = attr.fileKey(); String s = fileKey.toString(); String inode = s.substring(s.indexOf(""ino="") + 4, s.indexOf("")"")); inoToFile.put(inode, url.toString()); } for(String key : inoToFile.keySet()) { normalized.add(inoToFile.get(key)); } return normalized; }","understanding is API's java 7 APIs. Right supporting java 6 in project. This a hard stop, deprecate remove 6 7 support older hadoop versions removed, happen master API's used",public static Set<String> normalize(List<URL> urls) throws IOException { Set<String> normalized = new LinkedHashSet<String>(); for (URL url : urls) { File file = new File(url.toString()); paths.add(file.getCanonicalPath()); } return normalized; }
221,"protected StatsDMessage(String aspect, Message.Type type, T value, double sampleRate, String[] tags) { <START> super(aspect, type, value); <END> this.sampleRate = sampleRate; this.tags = tags; }","tags included in aspect, ? hash metrics in aggregator","protected StatsDMessage(String aspect, Message.Type type, T value, double sampleRate, String[] tags) { super(aspect, type, value, tags); this.sampleRate = sampleRate; }"
222,"public static Geometry unifyWindingOrder(Geometry geometry, boolean counterClockWise) { if (geometry == null) { return null; } if (geometry instanceof MultiPolygon) { return unifyWindingOrderForMultiPolygon((MultiPolygon) geometry, counterClockWise); } else if (geometry instanceof Polygon) { return unifyWindingOrderForPolyGon((Polygon) geometry, counterClockWise); } else if (geometry instanceof LinearRing) { return unifyWindingOrderForLinearRing((LinearRing) geometry, counterClockWise); } else if (geometry instanceof GeometryCollection <START> && geometry.getClass() == GeometryCollection.class) { <END> return unifyWindingOrderForGeometryCollection((GeometryCollection) geometry, counterClockWise); } else return geometry; }","If do class check omit instanceof check. I prefer if equals instead of ==, in OSGi class provided class loaders. this work in cases: GeometryCollection.class.equals(geometry.getClass())","public static Geometry unifyWindingOrder(Geometry geometry, boolean counterClockWise) { if (geometry == null) { return null; } if (geometry instanceof MultiPolygon) { return unifyWindingOrderForMultiPolygon((MultiPolygon) geometry, counterClockWise); } else if (geometry instanceof Polygon) { return unifyWindingOrderForPolyGon((Polygon) geometry, counterClockWise); } else if (geometry instanceof LinearRing) { return unifyWindingOrderForLinearRing((LinearRing) geometry, counterClockWise); } else if (GeometryCollection.class.equals(geometry.getClass())) { return unifyWindingOrderForGeometryCollection((GeometryCollection) geometry, counterClockWise); } else return geometry; }"
223,"public void validateRowGroupStatistics( OrcDataSourceId orcDataSourceId, long stripeOffset, int rowGroupIndex, List<ColumnStatistics> actual) throws OrcCorruptionException { List<RowGroupStatistics> rowGroups = rowGroupStatistics.get(stripeOffset); if (rowGroups == null) { throw new OrcCorruptionException(orcDataSourceId, ""Unexpected stripe at offset %s"", stripeOffset); } if (rowGroups.size() <= rowGroupIndex) { throw new OrcCorruptionException(orcDataSourceId, ""Unexpected row group %s in stripe at offset %s"", rowGroupIndex, stripeOffset); } RowGroupStatistics expectedRowGroup = rowGroups.get(rowGroupIndex); RowGroupStatistics actualRowGroup = new RowGroupStatistics(false, IntStream.range(1, actual.size()).boxed().collect(toImmutableMap(identity(), actual::get))); if (!expectedRowGroup.isLowMemoryMode()) { Map<Integer, ColumnStatistics> expectedByColumnIndex = expectedRowGroup.getColumnStatistics(); List<ColumnStatistics> expected = IntStream.range(1, actual.size()) .mapToObj(expectedByColumnIndex::get) .collect(toImmutableList()); actual = actual.subList(1, actual.size()); validateColumnStatisticsEquivalent(orcDataSourceId, ""Row group "" + rowGroupIndex + "" in stripe at offset "" + stripeOffset, actual, expected); } <START> if (expectedRowGroup.getHash() != actualRowGroup.getHash()) { <END> throw new OrcCorruptionException(orcDataSourceId, ""Checksum mismatch for row group %s in stripe at offset %s"", rowGroupIndex, stripeOffset); } }",if wanna put this check in isLowMemoryMode in case miss give false alert. For example (the metadata reader strips out string stats min/max = null causing hash result). affect production runs,"public void validateRowGroupStatistics( OrcDataSourceId orcDataSourceId, long stripeOffset, int rowGroupIndex, List<ColumnStatistics> actual) throws OrcCorruptionException { List<RowGroupStatistics> rowGroups = rowGroupStatistics.get(stripeOffset); if (rowGroups == null) { throw new OrcCorruptionException(orcDataSourceId, ""Unexpected stripe at offset %s"", stripeOffset); } if (rowGroups.size() <= rowGroupIndex) { throw new OrcCorruptionException(orcDataSourceId, ""Unexpected row group %s in stripe at offset %s"", rowGroupIndex, stripeOffset); } RowGroupStatistics expectedRowGroup = rowGroups.get(rowGroupIndex); RowGroupStatistics actualRowGroup = new RowGroupStatistics(BOTH, IntStream.range(1, actual.size()).boxed().collect(toImmutableMap(identity(), actual::get))); if (expectedRowGroup.getValidationMode() != HASHED) { Map<Integer, ColumnStatistics> expectedByColumnIndex = expectedRowGroup.getColumnStatistics(); List<ColumnStatistics> expected = IntStream.range(1, actual.size()) .mapToObj(expectedByColumnIndex::get) .collect(toImmutableList()); actual = actual.subList(1, actual.size()); validateColumnStatisticsEquivalent(orcDataSourceId, ""Row group "" + rowGroupIndex + "" in stripe at offset "" + stripeOffset, actual, expected); } if (expectedRowGroup.getValidationMode() != DETAILED) { if (expectedRowGroup.getHash() != actualRowGroup.getHash()) { throw new OrcCorruptionException(orcDataSourceId, ""Checksum mismatch for row group %s in stripe at offset %s"", rowGroupIndex, stripeOffset); } } }"
224,"public void setTopics(String topics) { <START> this.topics = topics.split("",""); <END> }",Figured this is new code.. fine semver check point,"public void setTopics(String topics) { this.topics = Iterables.toArray(Splitter.on(',').trimResults().omitEmptyStrings().split(topics), String.class); }"
225,"private TemporalUnitOffset getAllowableOffset() { if (SystemUtils.IS_OS_WINDOWS) { <START> return within(0, ChronoUnit.MICROS); <END> } else { return within(0, ChronoUnit.NANOS); } }","more lenient comparison window always, get rid of OS detection? intending test system clock all, OS-specific behavior avoided possible","private TemporalUnitOffset getAllowableOffset() { return within(0, ChronoUnit.MICROS); }"
226,"private void togglePostLike() { if (!isAdded() || !hasPost() || !NetworkUtils.checkConnection(getActivity())) { return; } boolean isAskingToLike = !mPost.isLikedByCurrentUser; ReaderIconCountView likeCount = (ReaderIconCountView) getView().findViewById(R.id.count_likes); likeCount.setSelected(isAskingToLike); ReaderAnim.animateLikeButton(likeCount.getImageView(), isAskingToLike); boolean success = ReaderPostActions.performLikeAction(mPost, isAskingToLike); if (!success) { likeCount.setSelected(!isAskingToLike); return; } <START> mPost = ReaderPostTable.getPost(mPost.blogId, mPost.postId, false); <END> refreshLikes(); refreshIconCounts(); if (isAskingToLike) { AnalyticsUtils.trackWithReaderPostDetails(AnalyticsTracker.Stat.READER_ARTICLE_LIKED, mPost); } else { AnalyticsUtils.trackWithReaderPostDetails(AnalyticsTracker.Stat.READER_ARTICLE_UNLIKED, mPost); } }","a big deal, curious this changed mPost.blogId mPost.postId","private void togglePostLike() { if (!isAdded() || !hasPost() || !NetworkUtils.checkConnection(getActivity())) { return; } boolean isAskingToLike = !mPost.isLikedByCurrentUser; ReaderIconCountView likeCount = (ReaderIconCountView) getView().findViewById(R.id.count_likes); likeCount.setSelected(isAskingToLike); ReaderAnim.animateLikeButton(likeCount.getImageView(), isAskingToLike); boolean success = ReaderPostActions.performLikeAction(mPost, isAskingToLike); if (!success) { likeCount.setSelected(!isAskingToLike); return; } mPost = ReaderPostTable.getBlogPost(mPost.blogId, mPost.postId, false); refreshLikes(); refreshIconCounts(); if (isAskingToLike) { AnalyticsUtils.trackWithReaderPostDetails(AnalyticsTracker.Stat.READER_ARTICLE_LIKED, mPost); } else { AnalyticsUtils.trackWithReaderPostDetails(AnalyticsTracker.Stat.READER_ARTICLE_UNLIKED, mPost); } }"
227,"public int write(ByteBuffer src) throws IOException { if (state == State.CLOSING) throw closingException(); if (state != State.READY) return 0; if (!flush(netWriteBuffer)) return 0; netWriteBuffer.clear(); SSLEngineResult wrapResult = sslEngine.wrap(src, netWriteBuffer); netWriteBuffer.flip(); if (wrapResult.getHandshakeStatus() != HandshakeStatus.NOT_HANDSHAKING && wrapResult.getStatus() == Status.OK) throw renegotiationException(); if (wrapResult.getStatus() == Status.OK) { <START> int written = wrapResult.bytesConsumed(); <END> flush(netWriteBuffer); return written; } else if (wrapResult.getStatus() == Status.BUFFER_OVERFLOW) { int currentNetWriteBufferSize = netWriteBufferSize(); netWriteBuffer.compact(); netWriteBuffer = Utils.ensureCapacity(netWriteBuffer, currentNetWriteBufferSize); netWriteBuffer.flip(); if (netWriteBuffer.limit() >= currentNetWriteBufferSize) throw new IllegalStateException(""SSL BUFFER_OVERFLOW when available data size ("" + netWriteBuffer.limit() + "") >= network buffer size ("" + currentNetWriteBufferSize + "")""); } else if (wrapResult.getStatus() == Status.BUFFER_UNDERFLOW) { throw new IllegalStateException(""SSL BUFFER_UNDERFLOW during write""); } else if (wrapResult.getStatus() == Status.CLOSED) { throw new EOFException(); } return 0; }","this point, clear if bytes src read. So, useful loop writes sslEngine flush() write bytes sockets return. This potentially avoid caller re-populating bytes fileChannel again","public int write(ByteBuffer src) throws IOException { if (state == State.CLOSING) throw closingException(); if (state != State.READY) return 0; int written = 0; while (flush(netWriteBuffer) && src.hasRemaining()) { netWriteBuffer.clear(); SSLEngineResult wrapResult = sslEngine.wrap(src, netWriteBuffer); netWriteBuffer.flip(); if (wrapResult.getHandshakeStatus() != HandshakeStatus.NOT_HANDSHAKING && wrapResult.getStatus() == Status.OK) throw renegotiationException(); if (wrapResult.getStatus() == Status.OK) { written += wrapResult.bytesConsumed(); } else if (wrapResult.getStatus() == Status.BUFFER_OVERFLOW) { netWriteBuffer = Utils.ensureCapacity(netWriteBuffer, netWriteBufferSize()); netWriteBuffer.position(netWriteBuffer.limit()); } else if (wrapResult.getStatus() == Status.BUFFER_UNDERFLOW) { throw new IllegalStateException(""SSL BUFFER_UNDERFLOW during write""); } else if (wrapResult.getStatus() == Status.CLOSED) { throw new EOFException(); } } return written; }"
228,"private JoinBridgeAndLifecycle<T> data(Lifespan lifespan) { checkArgument(!Lifespan.taskWide().equals(lifespan)); return map.computeIfAbsent(lifespan, span -> { T joinBridge = joinBridgeProvider.apply(span); return new JoinBridgeAndLifecycle<>(joinBridge, new JoinLifecycle(joinBridge, probeFactoryCount, outerFactoryCount)); }); <START> } <END>","nit: call method name data , instead of, say, joinBridgeAndLifecycle getJoinBridgeAndLifecycle ? :)","private JoinBridgeAndLifecycle<T> data(Lifespan lifespan) { checkArgument(!Lifespan.taskWide().equals(lifespan)); return joinBridgeMap.computeIfAbsent(lifespan, span -> { T joinBridge = joinBridgeProvider.apply(span); return new JoinBridgeAndLifecycle<>(joinBridge, new JoinLifecycle(joinBridge, probeFactoryCount, outerFactoryCount)); }); }"
229,public Optional<Relation> getModelClass() { final Relation relation = new Relation(); <START> return Optional.of(relation); <END> },return Optional.of(new Relation());,public Optional<Relation> getModelClass() { return Optional.of(new Relation()); }
230,"public boolean hasTemplatePath(TreeReference ref) { if (caseDbSpecTemplate != null) { return followsTemplateSpec(ref, caseDbSpecTemplate, 0); } else { Logger.log(""CaseDb Warning"", ""Using default hasTemplatePath implementation: reference resolution will break!""); <START> return super.hasTemplatePath(ref); <END> } }","Honestly thinking more sense literally inline template text static content here, permgen size of this file large. uncomfortable code path for loading this is static, introduces _huge_ unpredictable hits codebase for a complex parse (And will/can weird bad times), static init happen lazily instead? (Is fine for template parse static, I think), long is stateless threadsafe)","public boolean hasTemplatePath(TreeReference ref) { loadTemplateSpecLazily(); return followsTemplateSpec(ref, caseDbSpecTemplate, 0); }"
231,"public static void replaceIcons(Class iconsClass, String iconsRootPath) { for (Field field : iconsClass.getDeclaredFields()) { if (Modifier.isStatic(field.getModifiers())) { try { Object value = field.get(null); Class byClass = value.getClass(); if (byClass.getName().endsWith(""$ByClass"")) { setFieldValue(value, ""myCallerClass"", IconReplacer.class); setFieldValue(value, ""myWasComputed"", Boolean.FALSE); setFieldValue(value, ""myIcon"", null); } else if (byClass.getName().endsWith(""$CachedImageIcon"")) { String p = patchUrlIfNeeded(value, iconsRootPath); Icon newIcon = IconLoader.getIcon(p); <START> setFinalStatic(field, newIcon); <END> } } catch (IllegalAccessException e) { } catch (Exception e) { e.printStackTrace(); } } } for (Class subClass : iconsClass.getDeclaredClasses()) { replaceIcons(subClass, iconsRootPath); } }","A bit nit-picky, fix indentation give variable p a proper name","public static void replaceIcons(Class iconsClass, String iconsRootPath) { for (Field field : iconsClass.getDeclaredFields()) { if (Modifier.isStatic(field.getModifiers())) { try { Object value = field.get(null); Class byClass = value.getClass(); if (byClass.getName().endsWith(""$ByClass"")) { setFieldValue(value, ""myCallerClass"", IconReplacer.class); setFieldValue(value, ""myWasComputed"", Boolean.FALSE); setFieldValue(value, ""myIcon"", null); } else if (byClass.getName().endsWith(""$CachedImageIcon"")) { String newPath = patchUrlIfNeeded(value, iconsRootPath); if (newPath != null) { Icon newIcon = IconLoader.getIcon(newPath); setFinalStatic(field, newIcon); } } } catch (IllegalAccessException e) { } catch (Exception e) { } } } for (Class subClass : iconsClass.getDeclaredClasses()) { replaceIcons(subClass, iconsRootPath); } }"
232,"@Override protected void handleException(Throwable t) { super.handleException(t); server.abort(""Unrecoverable exception while closing "" + this.regionInfo.getRegionNameAsString(), t); <START> } <END>","new *Handler code, clear handle exceptions locally vs. handle this handleException method. I guess hooks for operating confines of a Runnable a thread pool somewhere","@Override protected void handleException(Throwable t) { server.abort(""Unrecoverable exception while closing "" + this.regionInfo.getRegionNameAsString(), t); }"
233,"public void handle(String input, Console console) { isInvincible = SolShip.isInvincible; if(hero.isDead()){ console.warn(""Cannot make invincible when dead""); return; } if(hero.isTranscendent()){ console.warn(""Cannot make invincible when transdencent""); return; } if(isInvincible == false){ console.warn(""Set player as invincible""); SolShip.setInvincible(); <START> }else if(isInvincible == true){ <END> console.warn(""Set player as non invincible""); SolShip.setNonInvincible(); } }",suggestion } else if (isInvincible == true) {,"public void handle(String input, Console console) { if (hero.isDead()) { console.warn(""Cannot make invincible when dead""); return; } if (hero.isTranscendent()) { console.warn(""Cannot make invincible when transdencent""); return; } if (!hero.isInvincible()) { console.info(""Set player as invincible""); hero.setInvincible(true); } else if (hero.isInvincible()) { console.info(""Set player as non invincible""); hero.setInvincible(false); } }"
234,"public void execute(DelegateExecution execution) throws Exception { final Pool pool = (Pool) execution.getVariable(CoreProcessVariables.POOL); @SuppressWarnings(""unchecked"") List<Machine> machines = (List<Machine>) execution.getVariable(CoreProcessVariables.MACHINES); checkNotNull(machines, ""expecting to find the list of machines as process variable""); <START> processEngine.getIdentityService().setAuthenticatedUserId(""kermit""); <END> List<String> processIds = Lists.newArrayList(); for (Machine machine : machines) { final String businessKey = String.format(""%s-%s-%s"", execution.getProcessBusinessKey(), type, machine.getExternalId()); ProcessInstance instance = processEngine.getRuntimeService().startProcessInstanceByKey( processKey, businessKey, ImmutableMap.<String, Object>of(CoreProcessVariables.POOL, pool, ""machine"", machine)); LOG.info(""Started background '"" + type + ""' process {} ({}) for machine {}"", new Object[]{businessKey, instance.getId(), machine.getExternalId()}); processIds.add(instance.getId()); } LOG.info(""Saving process IDs {} as {}"", processIds, resultVariable); execution.setVariable(resultVariable, processIds); }",I export this a constant - in places already. In future supply user name configuration,"public void execute(DelegateExecution execution) throws Exception { final Pool pool = (Pool) execution.getVariable(CoreProcessVariables.POOL); @SuppressWarnings(""unchecked"") List<Machine> machines = (List<Machine>) execution.getVariable(CoreProcessVariables.MACHINES); checkNotNull(machines, ""expecting to find the list of machines as process variable""); processEngine.getIdentityService().setAuthenticatedUserId(CoreConstants.ACTIVITI_EXPLORER_DEFAULT_USER); List<String> processIds = Lists.newArrayList(); for (Machine machine : machines) { final String businessKey = String.format(""%s-%s-%s"", execution.getProcessBusinessKey(), type, machine.getExternalId()); ProcessInstance instance = processEngine.getRuntimeService().startProcessInstanceByKey( processKey, businessKey, ImmutableMap.<String, Object>of(CoreProcessVariables.POOL, pool, ""machine"", machine)); LOG.info(""Started background '"" + type + ""' process {} ({}) for machine {}"", new Object[]{businessKey, instance.getId(), machine.getExternalId()}); processIds.add(instance.getId()); } LOG.info(""Saving process IDs {} as {}"", processIds, resultVariable); execution.setVariable(resultVariable, processIds); }"
235,"protected void label(Namespace namespace, Map<String, String> ensureLabels) throws InfrastructureException { if (ensureLabels.isEmpty()) { return; } Map<String, String> currentLabels = namespace.getMetadata().getLabels(); Map<String, String> newLabels = currentLabels != null ? new HashMap<>(currentLabels) : new HashMap<>(); if (newLabels.entrySet().containsAll(ensureLabels.entrySet())) { LOG.debug( ""Nothing to do, namespace [{}] already has all required labels."", namespace.getMetadata().getName()); return; } try { cheSAClientFactory .create() .namespaces() .createOrReplace( new NamespaceBuilder(namespace) .editMetadata() .addToLabels(ensureLabels) .endMetadata() .build()); } catch (KubernetesClientException kce) { if (kce.getCode() == 403) { LOG.warn( <START> ""Can't label the namespace due to lack of permissions. Grant to `che` ServiceAccount "" <END> + ""cluster-wide permissions to `get` and `update` the `namespaces` "" + ""(there might be `che-namespace-editor` ClusterRole prepared for this). "" + ""Or consider disabling the feature with setting "" + ""`che.infra.kubernetes.namespace.label=false`""); return; } throw new InfrastructureException(kce); } }","Grammar nazi suggests: > label namespace due lack of permissions. Grant cluster-wide permissions \get\ \update\ \namespaces\ \che\ service account (Che operator prepared a cluster role called \che-namespace-editor\ for this, depending configuration). Alternatively, consider disabling feature setting \che.infra.kubernetes.namepsace.label\ \false\","protected void label(Namespace namespace, Map<String, String> ensureLabels) throws InfrastructureException { if (ensureLabels.isEmpty()) { return; } Map<String, String> currentLabels = namespace.getMetadata().getLabels(); Map<String, String> newLabels = currentLabels != null ? new HashMap<>(currentLabels) : new HashMap<>(); if (newLabels.entrySet().containsAll(ensureLabels.entrySet())) { LOG.debug( ""Nothing to do, namespace [{}] already has all required labels."", namespace.getMetadata().getName()); return; } try { cheSAClientFactory .create() .namespaces() .createOrReplace( new NamespaceBuilder(namespace) .editMetadata() .addToLabels(ensureLabels) .endMetadata() .build()); } catch (KubernetesClientException kce) { if (kce.getCode() == 403) { LOG.warn( ""Can't label the namespace due to lack of permissions. Grant cluster-wide permissions "" + ""to `get` and `update` the `namespaces` to the `che` service account "" + ""(Che operator might have already prepared a cluster role called "" + ""`che-namespace-editor` for this, depending on its configuration). "" + ""Alternatively, consider disabling the feature by setting "" + ""`che.infra.kubernetes.namepsace.label` to `false`.""); return; } throw new InfrastructureException(kce); } }"
236,"private boolean updateGlusterHosts() { for (VDS vds : allForCluster) { HostStoragePoolParametersBase parameters = new HostStoragePoolParametersBase(vds); VdcReturnValueBase result = runInternalAction( VdcActionType.InitVdsOnUp, parameters, cloneContextAndDetachFromParent()); if (!result.getSucceeded()) { getReturnValue().setFault(result.getFault()); <START> return false; <END> } } return true; }",If host fails update stop updating other hosts well,"private void updateGlusterHosts() { for (VDS vds : allForCluster) { HostStoragePoolParametersBase parameters = new HostStoragePoolParametersBase(vds); runInternalAction( VdcActionType.InitVdsOnUp, parameters, cloneContextAndDetachFromParent()); } }"
237,public void afterJob(JobExecution jobExecution) { <START> if (!deleteFiles) { <END> return; } if (resources != null) { deleteResources(); } else { deleteFilePath(jobExecution); } },Do care if job completed successfully? assume want check status deleting..,"public void afterJob(JobExecution jobExecution) { if (!deleteFiles) { return; } if (jobExecution.getStatus().equals(BatchStatus.STOPPED) || jobExecution.getStatus().isUnsuccessful()) { logger.warn(""Job is stopped, or failed to complete successfully. File deletion will be skipped""); return; } if (resources != null) { deleteResources(); } else { deleteFilePath(jobExecution.getJobParameters().getString(ExpandedJobParametersConverter.ABSOLUTE_FILE_PATH)); } }"
238,"public static byte[] toByteArray(final HttpEntity entity) throws IOException { Args.notNull(entity, ""Entity""); try (final InputStream inStream = entity.getContent()) { if (inStream == null) { return null; } <START> final ByteArrayBuffer buffer = new ByteArrayBuffer(getCheckedContentLength(entity)); <END> final byte[] tmp = new byte[DEFAULT_BYTE_BUFFER_SIZE]; int l; while ((l = inStream.read(tmp)) != -1) { buffer.append(tmp, 0, l); } return buffer.toByteArray(); } }",if Content-Length is 500_000_000? create a buffer size,"public static byte[] toByteArray(final HttpEntity entity) throws IOException { Args.notNull(entity, ""Entity""); final int contentLength = toContentLength((int) Args.checkContentLength(entity)); try (final InputStream inStream = entity.getContent()) { if (inStream == null) { return null; } final ByteArrayBuffer buffer = new ByteArrayBuffer(contentLength); final byte[] tmp = new byte[DEFAULT_BYTE_BUFFER_SIZE]; int l; while ((l = inStream.read(tmp)) != -1) { buffer.append(tmp, 0, l); } return buffer.toByteArray(); } }"
239,"private String sendRequest(String url) throws IOException { BufferedReader in = null; StringBuilder b = new StringBuilder(); try{ URLConnection urlConnection = new URL(url).openConnection(); in = new BufferedReader(new InputStreamReader(urlConnection.getInputStream(), Charset.forName(""utf-8""))); String inputLine = in.readLine(); while (inputLine != null) { b.append(inputLine).append(""\n""); inputLine = in.readLine(); } <START> }finally { <END> if(in != null){ try{ in.close(); }catch (IOException e){ log.error(""Error occurred while closing BufferedReader""); } } } return b.toString(); }",space betweeen } finally,"private String sendRequest(String url) throws IOException { BufferedReader in = null; StringBuilder b = new StringBuilder(); try{ URLConnection urlConnection = new URL(url).openConnection(); in = new BufferedReader(new InputStreamReader(urlConnection.getInputStream(), Charset.forName(""utf-8""))); String inputLine = in.readLine(); while (inputLine != null) { b.append(inputLine).append(""\n""); inputLine = in.readLine(); } } finally { IdentityIOStreamUtils.closeReader(in); } return b.toString(); }"
240,"public void start() { <START> System.out.println(""ServerSideSession Start""); <END> instruments.startSession(getSessionId(), application, device, capabilities); final int sessionTimeoutMillis = options.getSessionTimeoutMillis(); stopSessionTimer.schedule(new TimerTask() { @Override public void run() { log.warning(""forcing stop session that has been running for "" + sessionTimeoutMillis / 1000 + "" seconds""); hardForceStop(); } }, sessionTimeoutMillis); URL url = null; try { url = new URL(""http://localhost:"" + driver.getHostInfo().getPort() + ""/wd/hub""); } catch (Exception e) { e.printStackTrace(); } nativeDriver = new ServerSideNativeDriver(url, new SessionId(instruments.getSessionId())); if (""Safari"".equals(capabilities.getBundleName())) { setMode(WorkingMode.Web); getRemoteWebDriver().get(""about:blank""); } }",Drop logging line,"public void start() { instruments.startSession(getSessionId(), application, device, capabilities); final int sessionTimeoutMillis = options.getSessionTimeoutMillis(); stopSessionTimer.schedule(new TimerTask() { @Override public void run() { log.warning(""forcing stop session that has been running for "" + sessionTimeoutMillis / 1000 + "" seconds""); hardForceStop(); } }, sessionTimeoutMillis); URL url = null; try { url = new URL(""http://localhost:"" + driver.getHostInfo().getPort() + ""/wd/hub""); } catch (Exception e) { e.printStackTrace(); } nativeDriver = new ServerSideNativeDriver(url, new SessionId(instruments.getSessionId())); if (""Safari"".equals(capabilities.getBundleName())) { setMode(WorkingMode.Web); getRemoteWebDriver().get(""about:blank""); } }"
